gene,degree,weighted_degree,mean_log_expression,variance_log_expression,hub_status
Smp_181080.2,1,0.9976853417866404,1.0838439075021082,1.0631142855447109,non_hub
Smp_205300.2,1,0.9964720413443652,2.910622593865093,0.7959474464841169,non_hub
Smp_163570.2,1,0.9949823672902472,1.8082239510017029,1.4697187400665772,non_hub
Smp_305620.1,1,0.9928488221794044,2.3840599071488033,2.6137157043466366,non_hub
Smp_085540.2,1,0.9898197243170114,2.290796090269577,3.2998538936918185,non_hub
Smp_129410.1,1,0.9893598611019975,1.3320907257998094,0.8399148330688444,non_hub
Smp_335130.1,1,0.9875513226854755,11.17223836093696,1.8810557068154843,non_hub
Smp_150230.2,1,0.9852751773342268,1.9701114873706551,0.9175064683980211,non_hub
Smp_348820.2,1,0.9848470142591171,4.166746302689804,7.764135100488481,non_hub
Smp_331600.1,1,0.9828912468005707,1.2705630227199212,0.8374317536010984,non_hub
Smp_348100.1,1,0.9806871503925683,5.759717210693752,14.967345533140431,non_hub
Smp_347590.1,1,0.9798377035442297,2.528702155684285,0.9952906614317542,non_hub
Smp_163600.2,1,0.9782647115752198,1.6554323137767732,1.2361672919814426,non_hub
Smp_121990.2,1,0.9766440572861286,2.6703542991563745,0.9537781861731506,non_hub
Smp_335110.1,1,0.9746881374766401,3.069432400025124,0.9676145846356653,non_hub
Smp_331380.1,1,0.9723018595349003,2.4249838095970477,0.8412220316090323,non_hub
Smp_165050.1,1,0.9722893839275156,6.295628912592206,1.253486224990097,non_hub
Smp_181730.1,1,0.9712772440723538,3.7234362104953993,6.841724968523863,non_hub
Smp_152590.1,1,0.9709814196222365,5.576878489353115,0.9493212254908543,non_hub
