"__glayCluster","degree","hub_status","mean_log_expression","name","selected","shared name","variance_log_expression","weighted_degree"
"6","9","non_hub","1.1306070455024617","Smp_347560.1","false","Smp_347560.1","0.7781686115948089","8.902872099277557"
"11","3","non_hub","1.5331468800336059","Smp_310150.1","false","Smp_310150.1","1.5799740157600184","2.9222737090179036"
"1","4","non_hub","1.8708525687368578","Smp_093430.1","false","Smp_093430.1","1.5708599897396371","3.940783881665564"
"5","4","non_hub","1.2371829809469344","Smp_029210.2","false","Smp_029210.2","0.7214225319292861","3.929625937539228"
"5","5","non_hub","1.6792163047238238","Smp_172510.2","false","Smp_172510.2","1.5398253171404856","4.942331740936718"
"5","8","non_hub","1.103304828240736","Smp_154900.1","false","Smp_154900.1","0.7961872603516312","7.845384511851061"
"1","1","non_hub","2.528702155684285","Smp_347590.1","false","Smp_347590.1","0.9952906614317542","0.9798377035442297"
"1","3","non_hub","1.2680231844856333","Smp_141010.3","false","Smp_141010.3","0.7421717785103983","2.963195741780683"
"7","1","non_hub","6.295628912592206","Smp_165050.1","false","Smp_165050.1","1.253486224990097","0.9722893839275156"
"7","1","non_hub","5.576878489353115","Smp_152590.1","false","Smp_152590.1","0.9493212254908543","0.9709814196222365"
"5","4","non_hub","1.6764233860508","Smp_246050.2","false","Smp_246050.2","1.4515275925892752","3.916861346707533"
"5","4","non_hub","1.512737248533854","Smp_210520.2","false","Smp_210520.2","1.1063180075612935","3.9415828327435305"
"5","5","non_hub","1.4073764227246846","Smp_331590.1","false","Smp_331590.1","1.0403209297926816","4.926185266371261"
"5","5","non_hub","1.426396834403835","Smp_149380.2","false","Smp_149380.2","0.9693012604950978","4.912969837363735"
"2","1","non_hub","1.8082239510017029","Smp_163570.2","false","Smp_163570.2","1.4697187400665772","0.9949823672902472"
"5","3","non_hub","1.7555149815546296","Smp_345970.2","false","Smp_345970.2","1.4685569342979532","2.935373283381414"
"5","4","non_hub","1.9611345179895747","Smp_349480.1","false","Smp_349480.1","1.0721504301717788","3.9461575139048466"
"9","2","non_hub","3.29152087554658","Smp_331190.1","false","Smp_331190.1","1.4080918078972229","1.963779472093707"
"9","4","non_hub","1.1685174432337038","Smp_246050.3","false","Smp_246050.3","0.9772260461672261","3.9446358800475805"
"9","4","non_hub","2.521567599629824","Smp_130520.1","false","Smp_130520.1","0.9314042953419891","3.9518356885837163"
"4","2","non_hub","4.471180102995437","Smp_049230.1","false","Smp_049230.1","1.39684439764177","1.9892061507676568"
"2","2","non_hub","0.9491800051909515","Smp_091190.2","false","Smp_091190.2","1.3862753587887522","1.9879573519130647"
"1","4","non_hub","2.6610592905776347","Smp_346930.2","false","Smp_346930.2","1.3734386610285014","3.9452936051658454"
"10","1","non_hub","2.4249838095970477","Smp_331380.1","false","Smp_331380.1","0.8412220316090323","0.9723018595349003"
"6","7","non_hub","1.5188453866049754","Smp_164270.1","false","Smp_164270.1","1.3377663126425272","6.876167799557706"
"5","4","non_hub","1.6297455017878502","Smp_165350.1","false","Smp_165350.1","1.3323788908968617","3.9527310818866166"
"9","3","non_hub","4.23632168363265","Smp_000500.1","false","Smp_000500.1","1.3230595867065378","2.9845369557911634"
