Name,SRR1140994,SRR1140995,SRR1142422,SRR1142423
Smp_332950.1,444.0,1290.0,1334.0,1546.0
Smp_332960.1,0.0,0.0,0.0,0.0
Smp_332970.1,49.0,78.0,76.0,93.0
Smp_332980.1,20.273,80.815,102.505,74.563
Smp_333000.1,0.0,1.412,8.922,22.0
Smp_333010.1,4815.0,10339.0,10733.0,9649.0
Smp_333030.1,888.0,3112.0,3461.0,3730.0
Smp_333040.1,288.739,808.921,809.717,835.104
Smp_333050.1,34.004,142.001,142.026,197.007
Smp_333070.1,87.0,287.0,249.0,424.0
Smp_333080.1,156.0,603.0,437.0,428.0
Smp_333090.1,139.0,491.0,440.0,540.0
Smp_333100.1,25.0,93.0,56.0,125.0
Smp_333120.1,24.018,141.105,200.214,197.393
Smp_333140.1,333.623,986.677,956.99,1606.8
Smp_333150.1,212.0,532.0,680.0,795.0
Smp_333160.1,282.575,723.366,829.433,1317.416
Smp_333170.1,627.0,2079.0,2049.0,3069.0
Smp_333180.1,0.0,3.0,0.0,13.0
Smp_333190.1,31.0,70.0,45.0,99.0
Smp_333200.1,411.0,1185.0,1286.0,1286.0
Smp_333210.1,18.0,34.913,40.0,53.0
Smp_333210.2,0.0,11.087,0.0,0.0
Smp_333220.1,0.0,0.0,0.0,0.0
Smp_333230.1,11.267,87.319,23.102,24.775
Smp_333240.1,38.0,109.0,189.0,200.0
Smp_333250.1,5.0,30.002,22.0,15.0
Smp_333260.1,199.0,651.0,749.0,621.0
Smp_333270.1,24.0,121.0,94.0,52.0
Smp_333280.1,0.0,0.0,0.0,0.0
Smp_333280.2,0.0,0.0,0.0,0.0
Smp_333290.1,104.305,276.03,318.31,413.7
Smp_333300.1,27.129,76.616,97.33,148.137
Smp_333310.1,221.0,686.0,694.0,875.0
Smp_333320.1,160.0,516.0,606.0,700.0
Smp_333330.1,44.0,210.0,140.0,213.0
Smp_333340.1,74.0,163.0,152.0,274.0
Smp_333340.2,0.0,0.0,0.0,0.0
Smp_333350.1,141.0,307.001,303.007,588.0
Smp_333360.1,0.0,0.0,0.0,0.0
Smp_333370.1,109.489,359.0,391.185,482.0
Smp_333380.1,0.0,8.729,3.963,2.313
Smp_333390.1,20.0,8.694,0.0,36.754
Smp_333390.2,0.0,98.758,63.0,44.246
Smp_333400.1,566.796,1663.0,1556.578,1966.967
Smp_333400.2,0.0,0.0,50.88,13.729
Smp_333400.3,3.204,0.0,42.543,23.303
Smp_333410.1,77.0,163.197,227.473,262.001
Smp_333420.1,139.0,752.0,355.007,445.001
Smp_333450.1,46.107,125.345,153.0,225.597
Smp_333460.1,50.0,219.0,165.0,178.0
Smp_333470.1,12.891,46.415,49.776,75.969
Smp_333480.1,17.0,30.0,28.0,39.0
Smp_333480.2,0.0,0.0,0.0,0.0
Smp_333490.1,14.0,17.0,25.0,12.0
Smp_333500.1,94.081,276.42,429.88,853.99
Smp_333500.2,136.919,435.58,161.12,219.01
Smp_333510.1,86.0,224.0,244.0,359.0
Smp_333520.1,23.0,98.0,95.0,193.0
Smp_333540.1,0.0,3.128,7.007,1.501
Smp_333550.1,351.0,1088.0,1185.0,1383.0
Smp_333560.1,0.0,9.04,11.013,22.0
Smp_333570.1,12.0,13.0,2.0,18.0
Smp_333580.1,31.0,48.0,33.0,28.0
Smp_333590.1,0.0,0.0,7.0,5.0
Smp_333600.1,57.0,258.0,287.0,487.0
Smp_333610.1,206.0,550.0,798.0,599.0
Smp_333620.1,334.0,1094.0,850.0,1271.0
Smp_333630.1,12.0,32.0,50.0,29.0
Smp_333640.1,587.0,2007.0,1898.0,2465.0
Smp_333650.1,10.424,49.302,12.044,46.532
Smp_333660.1,950.0,2404.0,2634.0,2464.0
Smp_333670.1,23.0,65.0,58.0,112.0
Smp_333680.1,139.578,395.88,332.627,511.512
Smp_333690.1,0.0,4.0,1.0,0.0
Smp_333700.1,67.0,189.0,220.0,204.0
Smp_333710.1,40.0,210.0,141.0,165.0
Smp_333720.1,57.86,137.886,139.006,404.738
Smp_333730.1,0.0,21.0,8.0,8.0
Smp_333740.1,25.0,42.0,84.0,120.0
Smp_333750.1,13.0,17.0,13.0,39.0
Smp_333760.1,18.0,120.0,108.0,117.0
Smp_333770.1,132.0,531.0,384.0,567.0
Smp_333780.1,2.0,20.0,7.0,19.0
Smp_333790.1,4.024,37.755,21.286,56.939
Smp_333800.1,308.006,895.266,864.026,1551.171
Smp_333810.1,696.0,1698.0,1622.0,1840.0
Smp_333830.1,0.0,3.0,0.0,0.0
Smp_333840.1,14.0,61.0,32.0,80.0
Smp_333850.1,14.0,51.0,61.0,51.0
Smp_333860.1,5.0,17.0,12.0,25.0
Smp_333870.1,0.0,0.0,0.0,0.0
Smp_333880.1,19.0,65.0,42.0,114.0
Smp_333890.1,329.058,1059.302,1092.059,1595.246
Smp_333900.1,3.0,7.0,6.0,12.0
Smp_333910.1,285.0,932.0,608.0,895.0
Smp_333920.1,6.0,26.0,10.0,27.0
Smp_333930.1,0.0,0.0,0.0,0.0
Smp_333940.1,340.0,1364.0,869.0,1387.0
Smp_333950.1,237.0,939.0,706.0,1051.0
Smp_333960.1,29.0,88.0,76.0,63.0
Smp_333970.1,120.0,315.0,249.0,443.0
Smp_333980.1,69.0,229.0,139.0,211.0
Smp_333990.1,0.0,0.0,1.0,5.0
Smp_334000.1,366.0,1554.0,1302.0,2275.0
Smp_334010.1,186.07,390.687,520.767,557.436
Smp_334020.1,258.063,730.991,876.738,805.789
Smp_334030.1,400.414,1184.736,1021.086,1668.953
Smp_334030.2,107.586,530.264,506.914,927.047
Smp_334040.1,0.0,0.0,0.0,0.0
Smp_334050.1,10.0,35.0,13.0,47.0
Smp_334060.1,99.0,424.0,438.0,445.0
Smp_334070.1,0.0,0.0,0.0,0.0
Smp_334080.1,3247.0,11853.0,8105.0,11500.0
Smp_334100.1,58.0,213.0,140.0,315.0
Smp_334110.1,150.0,444.0,424.0,541.0
Smp_334120.1,9.0,91.0,36.0,78.009
Smp_334130.1,1.0,10.0,10.0,12.0
Smp_334140.1,194.0,1110.0,912.0,1399.0
Smp_334150.1,6.0,9.0,7.0,21.0
Smp_334160.1,3.0,13.0,24.0,21.0
Smp_334160.2,0.0,0.0,0.0,0.0
Smp_334180.1,110.0,370.0,315.0,396.0
Smp_334190.1,0.0,0.0,0.0,1.0
Smp_334200.1,266.0,895.0,925.0,1169.729
Smp_334210.1,12.0,33.0,85.0,78.0
Smp_334220.1,28.0,126.0,84.0,99.0
Smp_334230.1,53.0,145.0,101.0,125.0
Smp_334240.1,0.0,0.0,0.0,0.0
Smp_334250.1,12.0,20.0,50.0,28.0
Smp_334260.1,794.0,2226.0,2417.0,3152.0
Smp_334280.1,207.0,530.0,641.0,671.0
Smp_334290.1,69.0,164.0,175.0,228.0
Smp_334300.1,307.0,845.0,880.0,976.0
Smp_334310.1,92.101,450.804,0.0,731.384
Smp_334310.2,0.0,0.0,302.774,0.0
Smp_334320.1,4.0,31.0,21.0,32.0
Smp_334330.1,117.0,305.0,348.0,504.0
Smp_334340.1,45.0,231.0,197.0,259.0
Smp_334350.1,0.0,0.0,0.0,0.0
Smp_334360.1,0.0,1.998,1.007,0.0
Smp_334370.1,166.0,490.0,598.0,854.0
Smp_334390.1,72.0,399.626,197.0,309.0
Smp_334400.1,1.393,12.581,0.0,3.849
Smp_334410.1,3.0,5.0,18.0,22.0
Smp_334415.1,0.0,0.0,2.0,1.0
Smp_334420.1,0.0,89.964,121.765,88.239
Smp_334420.2,68.0,111.036,109.235,173.761
Smp_334430.1,0.0,36.499,130.906,205.92
Smp_334430.2,12.046,91.196,0.0,62.901
Smp_334430.3,143.954,305.306,301.213,383.179
Smp_334440.1,12.0,0.0,15.0,41.0
Smp_334440.2,0.0,12.0,0.0,0.0
Smp_334450.1,0.0,2.0,0.0,0.0
Smp_334460.1,5.0,26.0,25.0,26.0
Smp_334470.1,109.0,310.0,415.0,397.0
Smp_334480.1,0.0,0.0,0.0,0.0
Smp_334480.2,19.714,65.885,51.902,85.108
Smp_334490.1,164.575,593.209,418.52,701.23
Smp_334500.1,10.306,45.183,40.415,51.873
Smp_334510.1,266.0,1054.003,909.003,1980.878
Smp_334520.1,0.0,0.0,0.0,0.0
Smp_334530.1,159.0,612.0,577.0,612.0
Smp_334540.1,46.0,148.0,88.0,246.0
Smp_334550.1,0.0,0.0,8.742,14.494
Smp_334555.1,0.0,0.0,0.0,0.0
Smp_334560.1,0.0,0.0,0.0,0.0
Smp_334570.1,22.045,56.098,43.801,94.778
Smp_334580.1,12.559,128.376,127.705,107.216
Smp_334600.1,25.0,84.0,74.0,119.0
Smp_334610.1,43.0,187.0,114.0,270.0
Smp_334620.1,34.117,78.363,64.184,117.963
Smp_334630.1,9.0,51.0,41.0,82.0
Smp_334650.1,0.0,0.0,0.0,3.0
Smp_334660.1,0.0,0.0,0.0,0.0
Smp_334670.1,42.196,114.346,123.656,149.789
Smp_334680.1,40.001,92.003,61.004,191.717
Smp_334700.1,12.172,62.133,53.615,56.168
Smp_334710.1,28.0,68.0,123.0,141.0
Smp_334730.1,22.0,50.0,43.0,107.0
Smp_334740.1,33.543,42.877,33.541,0.0
Smp_334740.2,0.0,103.357,79.19,216.79
Smp_334750.1,162.186,356.413,360.041,582.831
Smp_334770.1,130.0,439.0,332.0,657.0
Smp_334780.1,6.0,18.0,15.0,34.0
Smp_334790.1,0.0,0.0,5.0,0.0
Smp_334810.1,0.0,5.555,13.888,19.798
Smp_334820.1,0.0,0.0,1.0,4.0
Smp_334830.1,0.0,0.0,1.054,0.0
Smp_334850.1,26.0,66.0,44.0,50.0
Smp_334880.1,76.0,138.0,158.0,229.0
Smp_334890.1,47.0,200.0,172.0,204.0
Smp_334900.1,10.438,56.908,44.42,56.406
Smp_334910.1,85.445,351.732,294.094,342.426
Smp_334920.1,0.0,10.0,1.923,1.0
Smp_334920.2,0.0,1.03,0.967,6.493
Smp_334940.1,5.0,13.0,5.0,9.0
Smp_334950.1,26.0,51.0,75.0,86.0
Smp_334970.1,65.491,104.792,139.38,160.85
Smp_334980.1,17.0,39.0,28.0,57.011
Smp_334990.1,0.0,0.0,1.0,0.0
Smp_335010.1,111.647,283.621,340.518,397.998
Smp_335010.2,53.353,100.379,88.482,165.002
Smp_335020.1,21.0,30.0,21.0,47.0
Smp_335040.1,242.002,828.368,838.002,1086.337
Smp_335050.1,2.0,20.0,21.0,11.0
Smp_335080.1,0.0,0.0,0.0,0.0
Smp_335110.1,37.589,32.105,141.218,192.578
Smp_335120.1,1.0,0.0,3.0,0.0
Smp_335120.2,0.0,0.0,0.0,1.0
Smp_335120.3,0.0,0.0,0.0,0.0
Smp_335130.1,826.762,16149.636,5259.279,2224.537
Smp_335135.1,608.442,14238.652,4546.558,2008.634
Smp_335140.1,0.0,0.0,5.0,0.0
Smp_335150.1,8.124,9.731,23.804,20.458
Smp_335170.1,7.004,54.202,17.071,23.0
Smp_335180.1,26.0,57.0,13.0,43.0
Smp_335190.1,0.0,0.0,0.0,0.0
Smp_335200.1,0.0,16.0,8.0,13.0
Smp_335210.1,10.0,94.0,33.0,82.0
Smp_335220.1,0.0,0.0,3.0,4.0
Smp_335280.1,15.681,33.668,27.18,46.692
Smp_335300.1,28.0,195.0,148.0,143.0
Smp_335330.1,8.103,14.961,25.502,33.608
Smp_335340.1,86.0,323.0,291.0,259.0
Smp_335350.1,380.0,1264.0,928.0,1243.0
Smp_335360.1,0.0,0.0,0.0,0.0
Smp_335370.1,3.0,16.0,0.0,1.0
Smp_335380.1,14.0,9.0,1.0,7.0
Smp_335400.1,0.0,0.0,1.0,3.0
Smp_335410.1,0.0,0.0,0.0,0.0
Smp_335430.1,0.0,0.0,0.0,0.0
Smp_335460.1,0.0,1.0,0.0,5.0
Smp_335470.1,0.0,0.0,0.0,0.0
Smp_335480.1,0.0,0.0,0.0,0.0
Smp_335490.1,0.0,0.0,0.0,0.0
Smp_335500.1,0.0,0.0,0.0,0.0
Smp_335510.1,0.0,0.0,0.0,0.0
Smp_335530.1,16.0,82.0,61.0,77.0
Smp_335540.1,0.0,0.0,0.0,0.0
Smp_335550.1,9.0,6.0,6.0,11.0
Smp_335560.1,273.869,1263.828,1029.588,1943.984
Smp_335570.1,543.0,1757.0,1511.0,1551.0
Smp_335590.1,23.354,144.034,87.552,131.067
Smp_335600.1,0.0,11.0,0.0,19.008
Smp_335610.1,16.625,36.237,40.158,25.308
Smp_335620.1,1130.287,3519.643,3971.245,4112.599
Smp_335630.1,139.0,443.0,429.0,409.0
Smp_335650.1,143.0,243.0,322.0,599.0
Smp_335660.1,0.0,275.047,103.689,49.777
Smp_335660.2,63.025,0.0,183.923,277.499
Smp_335670.1,3.0,26.0,3.0,8.0
Smp_335675.1,2523.0,10224.0,6742.0,7954.0
Smp_335690.1,0.0,5.168,0.0,0.0
Smp_335710.1,0.0,0.0,0.0,0.0
Smp_335720.1,34.0,117.0,73.0,95.0
Smp_335730.1,1.0,6.0,8.0,3.0
Smp_335750.1,6.0,46.015,27.0,61.027
Smp_335760.1,8.85,15.251,3.409,3.625
Smp_335760.2,0.0,0.0,0.0,0.0
Smp_335770.1,82.026,240.998,153.0,381.163
Smp_335780.1,0.0,3.029,0.0,0.0
Smp_335785.1,57.838,41.949,135.12,91.302
Smp_335800.1,0.0,5.067,1.029,2.004
Smp_335820.1,0.0,3.0,0.0,0.0
Smp_335830.1,17.0,40.0,47.0,20.0
Smp_335840.1,14.0,58.0,44.0,37.0
Smp_335850.1,34.909,183.957,211.162,111.756
Smp_335880.1,0.0,0.0,2.891,0.0
Smp_335890.1,0.0,6.0,0.0,10.162
Smp_335890.2,0.0,0.0,0.0,0.0
Smp_335890.3,0.0,0.0,20.0,0.0
Smp_335900.1,1.0,4.985,2.001,6.003
Smp_335930.1,0.0,0.0,0.0,0.0
Smp_335950.1,9.672,7.242,17.96,57.609
Smp_335960.1,0.0,19.672,10.197,42.655
Smp_335980.1,46.0,105.0,113.0,100.0
Smp_335990.1,3617.0,17072.0,11570.0,15358.0
Smp_336010.1,10.0,18.0,6.0,12.0
Smp_336050.1,112.0,255.0,244.0,271.0
Smp_336060.1,0.0,0.0,0.0,0.0
Smp_336070.1,0.0,2.734,4.934,3.115
Smp_336080.1,41.584,240.972,185.353,277.538
Smp_336100.1,4.963,30.954,32.136,69.605
Smp_336110.1,0.0,4.0,4.0,2.0
Smp_336120.1,3.316,7.017,11.095,13.415
Smp_336130.1,0.0,0.0,4.0,0.0
Smp_336140.1,0.0,0.0,0.0,0.0
Smp_336150.1,25.422,112.784,126.161,121.593
Smp_336170.1,26.0,83.0,85.0,84.0
Smp_336180.1,18.0,62.338,53.0,54.0
Smp_336190.1,9.704,33.506,13.923,25.33
Smp_336200.1,18.896,40.319,57.695,22.862
Smp_336210.1,105.0,393.0,262.0,885.0
Smp_336230.1,6.0,32.0,19.0,6.0
Smp_336250.1,706.0,2237.0,2016.0,2495.0
Smp_336270.1,14.0,34.016,45.0,36.004
Smp_336280.1,50.879,226.076,192.999,260.011
Smp_336290.1,10.533,0.0,0.0,19.763
Smp_336290.2,38.465,76.866,80.691,82.037
Smp_336300.1,0.0,0.0,0.0,2.0
Smp_336310.1,33.0,0.0,0.0,0.0
Smp_336310.2,0.0,113.0,97.0,149.0
Smp_336320.1,250.585,1010.338,886.068,896.634
Smp_336330.1,196.0,720.0,775.0,1035.0
Smp_336340.1,5.0,109.0,54.003,162.0
Smp_336350.1,5.0,32.0,27.0,48.0
Smp_336360.1,490.0,2108.0,1402.0,2152.0
Smp_336365.1,239.242,681.637,857.81,889.008
Smp_336370.1,15.0,70.0,83.0,80.0
Smp_336380.1,26.303,85.219,85.214,135.385
Smp_336400.1,0.0,0.0,0.0,0.0
Smp_336610.1,143.0,404.0,417.0,659.0
Smp_336620.1,143.273,705.563,404.924,893.538
Smp_336630.1,21.0,8.0,10.0,16.0
Smp_336640.1,421.0,1043.0,990.0,1305.0
Smp_336650.1,216.0,921.0,767.0,1058.0
Smp_336660.1,138.0,717.0,589.0,549.0
Smp_336670.1,35.0,201.057,159.0,260.563
Smp_336680.1,216.0,667.0,731.0,867.0
Smp_336700.1,0.0,0.0,0.0,0.0
Smp_336700.2,265.122,812.199,971.363,884.507
Smp_336700.3,0.0,0.0,0.0,0.0
Smp_336700.4,4.124,7.034,19.92,31.195
Smp_336710.1,127.0,511.0,412.0,593.0
Smp_336720.1,9.0,75.0,49.0,80.0
Smp_336730.1,8.0,35.0,120.0,44.0
Smp_336740.1,23.0,16.0,50.0,37.0
Smp_336750.1,232.004,676.561,707.517,960.748
Smp_336770.1,412.782,1731.233,1299.837,1827.741
Smp_336780.1,614.654,1966.78,1357.482,3240.219
Smp_336790.1,269.0,571.0,677.0,959.0
Smp_336800.1,6.0,4.0,9.0,19.0
Smp_336830.1,35.449,23.359,66.262,116.995
Smp_336840.1,47.981,137.091,104.85,160.67
Smp_336850.1,0.0,0.0,0.0,0.0
Smp_336870.1,41.363,0.0,0.0,0.0
Smp_336870.2,0.0,136.595,175.629,215.616
Smp_336880.1,0.0,2.243,0.0,1.0
Smp_336900.1,19.0,53.0,32.0,70.0
Smp_336990.1,0.0,0.0,0.0,0.0
Smp_337000.1,1.892,11.984,9.944,10.552
Smp_337010.1,118.0,297.0,408.001,861.0
Smp_337020.1,0.0,0.0,0.0,0.0
Smp_337030.1,0.0,7.0,0.0,7.0
Smp_337040.1,151.0,452.0,417.0,363.0
Smp_337050.1,0.0,0.0,0.0,0.0
Smp_337060.1,0.0,3.321,10.019,0.0
Smp_337070.1,0.0,11.769,6.076,17.002
Smp_337080.1,1131.0,3273.0,2868.0,4801.0
Smp_337090.1,120.705,432.512,318.264,306.464
Smp_337090.2,128.295,410.488,291.736,397.536
Smp_337100.1,0.0,90.381,0.0,0.0
Smp_337100.2,0.0,0.0,0.0,0.0
Smp_337100.4,28.882,0.0,39.356,102.233
Smp_337100.5,1817.838,2572.979,5220.097,8216.453
Smp_337110.1,215.0,462.0,788.0,835.0
Smp_337130.1,249.118,765.169,687.64,794.808
Smp_337140.1,233.0,678.0,525.0,774.0
Smp_337145.1,85.0,244.0,211.0,259.0
Smp_337150.1,0.0,2.0,5.0,17.0
Smp_337190.1,424.0,788.0,994.0,1329.001
Smp_337200.1,2732.881,6625.778,6471.156,12994.788
Smp_337210.1,2.0,10.0,0.0,15.0
Smp_337220.1,3615.0,8811.0,9690.0,16082.574
Smp_337230.1,0.0,0.0,0.0,0.0
Smp_337240.1,26.644,38.873,77.234,82.964
Smp_337250.1,418.0,1374.0,1141.0,727.0
Smp_337260.1,232.0,707.0,515.0,912.0
Smp_337260.2,0.0,0.0,0.0,0.0
Smp_337280.1,866.0,1867.004,2157.008,4783.014
Smp_337290.1,330.0,985.0,1003.0,1206.0
Smp_337300.1,16.0,33.0,41.0,38.0
Smp_337310.1,121.0,512.0,424.0,289.0
Smp_337320.1,108.0,253.0,234.0,390.0
Smp_337330.1,667.0,2242.0,1536.0,1712.0
Smp_337335.1,7.0,2.0,4.0,6.0
Smp_337340.1,40.0,168.0,163.0,193.0
Smp_337350.1,44.0,223.0,129.0,363.0
Smp_337360.1,0.0,0.0,0.0,0.0
Smp_337370.1,18.0,47.0,22.0,33.0
Smp_337380.1,2.0,0.0,5.0,0.0
Smp_337390.1,31.0,111.0,61.0,104.0
Smp_337395.1,98.0,432.0,286.0,376.0
Smp_337400.1,0.0,0.0,0.0,0.0
Smp_337400.2,58.411,219.789,180.85,224.735
Smp_337400.3,45.589,89.212,115.875,154.072
Smp_337410.1,36.0,111.002,130.487,195.965
Smp_337420.1,38.0,118.0,92.0,84.0
Smp_337425.1,74.0,201.0,190.0,154.0
Smp_337430.1,381.558,986.733,1236.208,1210.568
Smp_337440.1,482.0,1420.0,1891.0,3408.0
Smp_337450.1,0.0,3.0,0.0,0.0
Smp_337460.1,292.0,647.0,1008.0,1076.0
Smp_337470.1,60.0,212.0,295.0,305.0
Smp_337480.1,12.09,62.003,40.0,124.823
Smp_337480.2,2.922,0.0,0.0,8.206
Smp_337490.1,0.0,0.0,0.0,76.047
Smp_337490.2,25.268,43.015,57.83,0.0
Smp_337500.1,28.402,162.711,73.476,121.268
Smp_337510.1,0.0,7.0,5.0,2.0
Smp_337520.1,0.0,0.0,0.0,0.0
Smp_337530.1,136.581,472.489,312.579,433.634
Smp_337540.1,0.0,0.0,0.0,0.0
Smp_337550.1,145.598,508.182,454.464,526.177
Smp_337560.1,106.0,441.0,374.0,581.0
Smp_337570.1,25.0,95.0,98.0,117.0
Smp_337580.1,35.0,89.0,100.0,131.0
Smp_337590.1,97.0,241.0,170.0,298.0
Smp_337600.1,0.0,0.0,0.0,0.0
Smp_337610.1,224.0,446.0,604.0,617.0
Smp_337620.1,65.0,194.0,162.0,294.0
Smp_337630.1,126.0,259.0,285.0,361.0
Smp_337640.1,0.0,0.0,1.0,2.0
Smp_337650.1,49.0,252.0,129.0,264.0
Smp_337660.1,754.0,2050.0,1311.0,1839.0
Smp_337670.1,23.0,41.0,52.0,21.0
Smp_337730.1,0.0,3.001,0.0,0.0
Smp_337740.1,105.565,486.558,277.991,253.755
Smp_337750.1,9.359,33.202,28.671,67.475
Smp_337750.2,66.682,244.212,184.426,273.102
Smp_337760.1,254.0,734.0,601.0,818.0
Smp_337770.1,88.0,273.0,230.0,256.0
Smp_337780.1,19.0,83.0,66.0,74.0
Smp_337785.1,58.0,163.0,135.0,169.0
Smp_337790.1,137.0,298.0,253.0,562.0
Smp_337795.1,112.0,455.0,246.0,382.0
Smp_337800.1,116.0,364.0,368.0,417.0
Smp_337805.1,204.0,671.0,468.0,607.0
Smp_337810.1,2.0,0.0,0.0,1.0
Smp_337820.1,0.0,2.0,0.0,0.0
Smp_337830.1,2.642,42.312,29.085,89.462
Smp_337830.3,41.672,179.323,122.219,219.513
Smp_337850.1,56.0,206.0,172.0,367.0
Smp_337860.1,77.0,304.0,296.0,424.0
Smp_337870.1,38.0,125.0,169.0,152.0
Smp_337875.1,7.0,32.0,14.0,22.0
Smp_337880.1,6.042,0.0,0.0,0.0
Smp_337890.1,0.0,19.122,53.94,76.52
Smp_337900.1,0.958,6.878,18.06,43.48
Smp_340010.1,0.0,9.0,2.0,2.0
Smp_340020.1,119.0,395.004,437.001,618.04
Smp_340030.1,204.0,526.0,602.0,625.0
Smp_340040.1,0.0,0.0,0.0,0.0
Smp_340050.1,172.0,546.0,451.0,631.0
Smp_340060.1,6.153,10.002,8.018,18.434
Smp_340070.1,88.0,190.0,162.0,260.0
Smp_340080.1,5.0,10.0,37.0,14.0
Smp_340090.1,53.0,118.0,89.0,124.0
Smp_340100.1,150.0,391.0,453.0,760.0
Smp_340110.1,533.321,1348.854,2094.397,2530.868
Smp_340120.1,21.0,84.0,56.0,76.0
Smp_340130.1,19.658,91.995,81.303,147.453
Smp_340130.2,1765.599,4129.926,3736.861,5519.019
Smp_340140.1,2.0,14.0,6.0,31.0
Smp_340150.1,357.0,778.0,666.0,702.0
Smp_340160.1,1.0,2.0,2.0,5.0
Smp_340170.1,2021.0,5968.0,6126.0,9800.0
Smp_340180.1,0.0,0.0,0.0,1.0
Smp_340190.1,38.0,86.0,63.0,75.0
Smp_340200.1,21.388,41.538,56.251,82.428
Smp_340210.1,16.0,88.0,63.0,111.0
Smp_340220.1,19.0,33.0,19.0,37.0
Smp_340230.1,734.0,2406.0,2248.0,3038.0
Smp_340240.1,323.0,869.0,1020.0,1569.0
Smp_340250.1,48.0,216.0,158.0,215.0
Smp_340260.1,202.0,640.0,631.0,1008.0
Smp_340265.1,472.0,2012.0,1495.0,2277.0
Smp_340270.1,48.0,102.0,135.0,140.0
Smp_340280.1,14.0,33.0,38.0,38.0
Smp_340290.1,638.0,2063.0,1744.0,3284.0
Smp_340300.1,0.0,587.202,451.586,1331.89
Smp_340300.2,392.0,364.798,498.414,383.11
Smp_340310.1,791.0,1277.0,1477.0,2861.0
Smp_340320.1,162.0,628.99,564.0,1177.0
Smp_340330.1,0.0,0.0,0.0,0.0
Smp_340340.1,26.0,85.0,129.0,140.0
Smp_340350.1,59.972,242.717,176.136,300.022
Smp_340360.1,1644.0,3968.0,4714.0,6067.0
Smp_340370.1,411.965,1816.496,1339.74,1781.913
Smp_340380.1,954.884,2699.792,2435.156,3736.619
Smp_340390.1,122.0,469.0,310.0,477.0
Smp_340400.1,7.0,21.0,6.0,6.0
Smp_340410.1,188.0,604.0,476.0,591.0
Smp_340420.1,216.0,712.0,483.0,547.0
Smp_340430.1,0.0,250.9,198.748,212.645
Smp_340430.2,163.0,281.1,245.252,329.355
Smp_340440.1,0.0,0.0,11.136,24.998
Smp_340440.2,21.048,100.453,30.023,47.278
Smp_340450.1,127.0,249.0,328.0,357.0
Smp_340460.1,181.924,321.07,389.345,474.028
Smp_340470.1,50.0,212.424,190.036,298.011
Smp_340480.1,85.0,149.0,162.0,142.0
Smp_340490.1,20.0,41.0,37.0,70.0
Smp_340500.1,248.748,723.181,733.26,1066.899
Smp_340510.1,52.0,356.0,260.0,281.0
Smp_340520.1,102.493,197.517,183.586,233.585
Smp_340520.2,250.774,791.036,666.935,938.42
Smp_340530.1,24.0,81.0,43.0,105.0
Smp_340540.1,146.0,540.0,348.0,512.0
Smp_340550.1,0.0,7.328,0.0,0.0
Smp_340560.1,2.0,0.0,4.0,0.0
Smp_340570.1,35.0,156.0,111.0,46.0
Smp_340580.1,119.0,347.0,340.0,303.0
Smp_340590.1,195.0,459.0,343.0,640.0
Smp_340600.1,255.0,700.0,722.0,640.0
Smp_340610.1,11.0,65.0,38.0,73.0
Smp_340620.1,5.0,21.0,17.0,18.0
Smp_340630.1,1333.319,4260.284,3542.066,7008.437
Smp_340630.2,220.742,891.716,679.934,1299.563
Smp_340650.1,114.591,318.838,221.849,434.996
Smp_340660.1,23.0,80.0,51.0,142.0
Smp_340670.1,104.0,426.0,227.0,458.0
Smp_340680.1,73.0,262.003,303.0,339.0
Smp_340690.1,157.0,676.526,417.0,743.876
Smp_340700.1,253.2,825.849,741.952,1096.238
Smp_340710.1,60.205,126.085,143.774,208.252
Smp_340720.1,205.895,448.306,743.013,702.522
Smp_340730.1,169.0,915.0,756.0,872.0
Smp_340740.1,6.0,43.0,74.0,53.0
Smp_340750.1,0.0,4.485,3.368,11.125
Smp_340750.2,75.027,225.923,211.121,316.778
Smp_340760.1,669.499,2525.216,2100.565,3926.816
Smp_340760.2,345.501,1085.784,1179.435,1681.184
Smp_340770.1,7.0,78.0,58.0,58.0
Smp_340780.1,14.0,3.0,6.0,5.0
Smp_340790.1,444.0,1543.0,1380.0,1739.0
Smp_340800.1,97.0,234.0,230.0,308.0
Smp_340810.1,57.0,210.0,173.0,174.0
Smp_340820.1,261.0,1272.0,726.0,1225.0
Smp_340830.1,21.0,56.0,68.0,111.0
Smp_340840.1,0.0,29.397,24.068,0.0
Smp_340850.1,224.0,762.0,727.0,794.0
Smp_340860.1,24.0,51.0,114.0,94.0
Smp_340870.1,16.0,18.0,22.0,61.0
Smp_340880.1,215.474,723.898,637.183,614.322
Smp_340880.2,186.542,307.483,562.411,817.241
Smp_340890.1,0.0,90.0,50.0,112.0
Smp_340900.1,566.0,2352.0,1293.0,1608.0
Smp_340910.1,568.0,1525.0,1011.0,1903.0
Smp_340920.1,125.274,289.23,416.557,462.693
Smp_340930.1,10.0,13.0,17.0,15.0
Smp_340940.1,185.001,730.0,525.0,811.032
Smp_340950.1,0.0,0.0,0.0,0.0
Smp_340960.1,2310.0,6052.0,6863.0,8655.0
Smp_340970.1,86.0,327.0,374.0,450.0
Smp_340980.1,97.942,219.464,156.532,243.86
Smp_340990.1,222.0,764.0,849.0,786.0
Smp_341010.1,224.0,636.0,438.0,542.0
Smp_341020.1,1605.0,7342.0,4572.0,6181.0
